user_text,intention_score,age,gender_male,gender_female,gender_non_binary
Stressed about interviews but hopeful.,1,30,0,1,0
"No job, no partner, no reason to keep going.",10,20,0,1,0
Breakups suck. I feel empty.,6,33,0,0,1
I wish I could just disappear from all this stress.,5,14,0,0,1
I argued with my mom. Feeling down but it'll pass.,1,16,1,0,0
Lost my job and can’t provide anymore. I’m done.,8,39,0,1,0
Worried about money after the layoff.,1,47,0,0,1
Crippling debt and no support system. Feeling trapped.,6,30,0,0,1
There’s nothing left but pain. I’m ready to go.,9,74,0,1,0
"Health is failing, and so is everything else.",7,59,1,0,0
"The days are slow, but I keep going.",4,80,1,0,0
"The days are slow, but I keep going.",2,78,0,0,1
No one talks to me anymore. I don't think I can survive another week.,8,15,1,0,0
"Failed my math test today. Not my best, but I’ll try again.",2,17,1,0,0
Another day of rejection letters. What's the point?,5,31,0,0,1
I wish I could just disappear from all this stress.,5,18,1,0,0
Saying goodbye doesn’t scare me. I'm at peace with my choice.,10,76,0,1,0
"Lonely, yes. But I enjoy gardening still.",2,67,0,1,0
Stressed about interviews but hopeful.,4,21,0,1,0
"Caring for my dad is draining, but I’ll manage.",1,44,0,0,1
"Caring for my dad is draining, but I’ll manage.",1,60,0,1,0
Trying to balance everything – it's tough but okay.,4,34,1,0,0
Crippling debt and no support system. Feeling trapped.,5,32,0,0,1
It's like I don’t matter at all in my family.,6,14,0,1,0
"It’s tough, but I’ve survived worse.",2,80,0,0,1
"Health is failing, and so is everything else.",5,42,0,1,0
Lost my job and can’t provide anymore. I’m done.,8,37,1,0,0
"Kids are gone, house is quiet. Just figuring out life again.",1,50,1,0,0
Worried about money after the layoff.,2,56,1,0,0
I argued with my mom. Feeling down but it'll pass.,3,17,1,0,0
"Feeling lonely, but I think it'll get better.",3,35,1,0,0
"Lonely, yes. But I enjoy gardening still.",3,68,1,0,0
I’m alone in a new city and I don’t think I’ll make it.,8,34,0,0,1
"Lonely, yes. But I enjoy gardening still.",3,70,1,0,0
I have my will and pills. No more waiting.,10,63,0,1,0
I argued with my mom. Feeling down but it'll pass.,1,14,0,1,0
Worried about money after the layoff.,4,38,0,1,0
It's like I don’t matter at all in my family.,7,16,0,1,0
"Failed my math test today. Not my best, but I’ll try again.",2,17,1,0,0
I wish I could just disappear from all this stress.,5,17,0,0,1
Worried about money after the layoff.,1,42,1,0,0
Empty nest and empty life.,6,41,1,0,0
The silence is too loud. I cry most nights.,6,71,0,1,0
Just tired from school lately.,1,19,1,0,0
There’s nothing left but pain. I’m ready to go.,8,65,1,0,0
Everything is falling apart. I’ve thought of how to end it.,8,32,1,0,0
I argued with my mom. Feeling down but it'll pass.,1,16,1,0,0
"Caring for my dad is draining, but I’ll manage.",1,50,0,0,1
"Kids are gone, house is quiet. Just figuring out life again.",3,48,1,0,0
Worried about money after the layoff.,3,56,0,0,1
Crippling debt and no support system. Feeling trapped.,7,28,0,0,1
"It’s tough, but I’ve survived worse.",4,62,0,0,1
Wife left and I don't know who I am anymore.,7,47,0,0,1
"No job, no partner, no reason to keep going.",9,29,0,0,1
"The days are slow, but I keep going.",4,66,0,0,1
I miss my wife so much. It’s unbearable some days.,7,69,0,1,0
Breakups suck. I feel empty.,5,31,0,1,0
There’s nothing left but pain. I’m ready to go.,10,75,0,1,0
I argued with my mom. Feeling down but it'll pass.,2,18,1,0,0
Trying to balance everything – it's tough but okay.,4,34,1,0,0
Breakups suck. I feel empty.,6,29,0,0,1
Stressed about interviews but hopeful.,3,32,0,0,1
It's like I don’t matter at all in my family.,6,14,0,0,1
"Feeling lonely, but I think it'll get better.",1,28,0,0,1
I have my will and pills. No more waiting.,9,64,1,0,0
Stressed about interviews but hopeful.,4,31,0,0,1
I’m a burden. My family would be better without me.,10,58,0,0,1
"The days are slow, but I keep going.",2,72,0,0,1
I’m alone in a new city and I don’t think I’ll make it.,8,26,1,0,0
"The days are slow, but I keep going.",1,80,1,0,0
Pain meds are ready. I’ve decided.,10,45,0,1,0
"Lonely, yes. But I enjoy gardening still.",2,66,0,0,1
Stressed about interviews but hopeful.,2,23,0,0,1
"It’s tough, but I’ve survived worse.",3,76,1,0,0
Worried about money after the layoff.,2,49,0,1,0
Trying to balance everything – it's tough but okay.,2,32,0,1,0
Stressed about interviews but hopeful.,1,34,0,1,0
It's like I don’t matter at all in my family.,7,15,1,0,0
Stressed about interviews but hopeful.,4,29,0,0,1
No one talks to me anymore. I don't think I can survive another week.,9,17,0,0,1
"Feeling lonely, but I think it'll get better.",3,31,0,1,0
It's like I don’t matter at all in my family.,5,14,0,1,0
Being alone every day hurts more than my body does.,5,70,1,0,0
It's like I don’t matter at all in my family.,5,16,1,0,0
The silence is too loud. I cry most nights.,5,76,0,1,0
"The days are slow, but I keep going.",3,66,0,1,0
"Feeling lonely, but I think it'll get better.",3,33,1,0,0
Another day of rejection letters. What's the point?,6,20,0,0,1
Everything is falling apart. I’ve thought of how to end it.,9,34,1,0,0
"Caring for my dad is draining, but I’ll manage.",1,56,0,1,0
"It’s tough, but I’ve survived worse.",1,78,0,1,0
Stressed about interviews but hopeful.,3,28,0,0,1
Worried about money after the layoff.,1,60,0,0,1
Trying to balance everything – it's tough but okay.,1,32,1,0,0
It's like I don’t matter at all in my family.,5,17,0,0,1
Crippling debt and no support system. Feeling trapped.,7,22,0,0,1
I have my will and pills. No more waiting.,9,69,0,0,1
"Health is failing, and so is everything else.",5,40,1,0,0
Stressed about interviews but hopeful.,3,21,1,0,0
"Caring for my dad is draining, but I’ll manage.",2,40,1,0,0
"Kids are gone, house is quiet. Just figuring out life again.",2,60,0,1,0
They keep calling me names at school. I'm done pretending to be okay.,10,16,0,0,1
Trying to balance everything – it's tough but okay.,3,35,0,0,1
I’ve written a note. I just want the pain to stop.,8,15,1,0,0
"It’s tough, but I’ve survived worse.",1,68,0,0,1
Everyone else has friends. Why am I always alone?,7,16,1,0,0
Everyone else has friends. Why am I always alone?,5,16,0,0,1
"Feeling lonely, but I think it'll get better.",2,29,0,0,1
"No job, no partner, no reason to keep going.",9,27,0,0,1
"It’s tough, but I’ve survived worse.",1,67,1,0,0
Just tired from school lately.,3,16,0,0,1
I miss my wife so much. It’s unbearable some days.,5,63,1,0,0
"Lonely, yes. But I enjoy gardening still.",2,80,0,1,0
"Lonely, yes. But I enjoy gardening still.",3,72,0,0,1
"Failed my math test today. Not my best, but I’ll try again.",4,19,0,1,0
The silence is too loud. I cry most nights.,6,76,0,0,1
Everything is falling apart. I’ve thought of how to end it.,8,25,1,0,0
Breakups suck. I feel empty.,5,25,0,1,0
I argued with my mom. Feeling down but it'll pass.,2,18,0,0,1
Worried about money after the layoff.,4,44,1,0,0
"Feeling lonely, but I think it'll get better.",4,28,1,0,0
I miss my wife so much. It’s unbearable some days.,7,67,1,0,0
Just tired from school lately.,1,15,1,0,0
Everyone else has friends. Why am I always alone?,5,14,1,0,0
Crippling debt and no support system. Feeling trapped.,5,32,0,1,0
"Kids are gone, house is quiet. Just figuring out life again.",1,46,1,0,0
"Health is failing, and so is everything else.",5,51,0,0,1
I argued with my mom. Feeling down but it'll pass.,2,17,1,0,0
I have my will and pills. No more waiting.,10,74,0,0,1
"The days are slow, but I keep going.",2,73,0,1,0
"It’s tough, but I’ve survived worse.",4,72,1,0,0
They keep calling me names at school. I'm done pretending to be okay.,9,15,1,0,0
No one talks to me anymore. I don't think I can survive another week.,10,18,1,0,0
No one talks to me anymore. I don't think I can survive another week.,9,19,0,1,0
I’m a burden. My family would be better without me.,10,44,0,0,1
They keep calling me names at school. I'm done pretending to be okay.,8,18,0,1,0
"It’s tough, but I’ve survived worse.",1,80,0,0,1
"It’s tough, but I’ve survived worse.",1,68,1,0,0
Trying to balance everything – it's tough but okay.,3,20,0,0,1
Empty nest and empty life.,7,58,0,1,0
Wife left and I don't know who I am anymore.,5,51,1,0,0
I argued with my mom. Feeling down but it'll pass.,2,14,0,1,0
There’s nothing left but pain. I’m ready to go.,9,68,0,0,1
Just tired from school lately.,3,15,0,1,0
"Failed my math test today. Not my best, but I’ll try again.",2,14,1,0,0
"Lonely, yes. But I enjoy gardening still.",4,72,0,0,1
Breakups suck. I feel empty.,5,21,0,1,0
Trying to balance everything – it's tough but okay.,2,24,0,0,1
I’m alone in a new city and I don’t think I’ll make it.,10,35,0,0,1
"It’s tough, but I’ve survived worse.",3,76,1,0,0
"It’s tough, but I’ve survived worse.",2,63,0,0,1
"The days are slow, but I keep going.",1,62,0,1,0
"It’s tough, but I’ve survived worse.",2,80,0,1,0
I’m alone in a new city and I don’t think I’ll make it.,8,33,0,1,0
"Lonely, yes. But I enjoy gardening still.",2,67,1,0,0
I argued with my mom. Feeling down but it'll pass.,3,16,0,0,1
Empty nest and empty life.,7,36,0,1,0
"Feeling lonely, but I think it'll get better.",4,20,0,1,0
Wife left and I don't know who I am anymore.,7,45,1,0,0
"Failed my math test today. Not my best, but I’ll try again.",4,18,0,0,1
Pain meds are ready. I’ve decided.,8,59,0,1,0
Just tired from school lately.,3,15,0,0,1
I argued with my mom. Feeling down but it'll pass.,3,19,1,0,0
"Kids are gone, house is quiet. Just figuring out life again.",4,41,0,0,1
Crippling debt and no support system. Feeling trapped.,7,35,0,1,0
"Failed my math test today. Not my best, but I’ll try again.",2,14,0,0,1
"Kids are gone, house is quiet. Just figuring out life again.",1,38,0,1,0
Stressed about interviews but hopeful.,4,23,0,0,1
Stressed about interviews but hopeful.,1,25,1,0,0
"Caring for my dad is draining, but I’ll manage.",2,56,0,0,1
Stressed about interviews but hopeful.,4,33,1,0,0
Stressed about interviews but hopeful.,3,34,0,1,0
"The days are slow, but I keep going.",2,62,0,0,1
"Caring for my dad is draining, but I’ll manage.",1,47,0,1,0
"The days are slow, but I keep going.",3,76,0,1,0
Trying to balance everything – it's tough but okay.,4,34,0,0,1
"Failed my math test today. Not my best, but I’ll try again.",2,14,1,0,0
Wife left and I don't know who I am anymore.,6,56,0,0,1
"Feeling lonely, but I think it'll get better.",4,30,0,0,1
Worried about money after the layoff.,1,58,0,0,1
Lost my job and can’t provide anymore. I’m done.,8,50,0,0,1
"Kids are gone, house is quiet. Just figuring out life again.",4,56,0,1,0
Being alone every day hurts more than my body does.,5,67,1,0,0
"Failed my math test today. Not my best, but I’ll try again.",2,15,0,1,0
I’m a burden. My family would be better without me.,9,37,0,1,0
Stressed about interviews but hopeful.,2,24,1,0,0
"Caring for my dad is draining, but I’ll manage.",4,51,1,0,0
Saying goodbye doesn’t scare me. I'm at peace with my choice.,10,72,0,0,1
The silence is too loud. I cry most nights.,6,69,0,1,0
"Feeling lonely, but I think it'll get better.",2,23,0,1,0
I wish I could just disappear from all this stress.,5,15,1,0,0
"Lonely, yes. But I enjoy gardening still.",3,67,0,0,1
"Caring for my dad is draining, but I’ll manage.",3,58,1,0,0
I argued with my mom. Feeling down but it'll pass.,1,14,0,0,1
I’m alone in a new city and I don’t think I’ll make it.,10,21,1,0,0
Wife left and I don't know who I am anymore.,5,56,1,0,0
Stressed about interviews but hopeful.,1,27,0,0,1
Worried about money after the layoff.,4,43,1,0,0
Wife left and I don't know who I am anymore.,5,49,1,0,0
"Health is failing, and so is everything else.",7,56,0,0,1
"Feeling lonely, but I think it'll get better.",1,25,0,1,0
Saying goodbye doesn’t scare me. I'm at peace with my choice.,9,63,0,0,1
I’m alone in a new city and I don’t think I’ll make it.,9,21,0,1,0
Just tired from school lately.,3,14,0,1,0
Just tired from school lately.,3,17,0,1,0
I miss my wife so much. It’s unbearable some days.,5,73,0,0,1
They keep calling me names at school. I'm done pretending to be okay.,10,18,0,1,0
Worried about money after the layoff.,4,42,1,0,0
"Kids are gone, house is quiet. Just figuring out life again.",1,37,0,1,0
"Kids are gone, house is quiet. Just figuring out life again.",1,39,0,1,0
I argued with my mom. Feeling down but it'll pass.,2,15,0,0,1
Stressed about interviews but hopeful.,3,28,1,0,0
Wife left and I don't know who I am anymore.,5,60,1,0,0
"Caring for my dad is draining, but I’ll manage.",2,39,0,1,0
Everything is falling apart. I’ve thought of how to end it.,8,35,1,0,0
"Caring for my dad is draining, but I’ll manage.",2,55,0,1,0
I’m alone in a new city and I don’t think I’ll make it.,8,28,0,1,0
It's like I don’t matter at all in my family.,5,16,0,1,0
They keep calling me names at school. I'm done pretending to be okay.,8,14,1,0,0
Trying to balance everything – it's tough but okay.,1,28,0,0,1
I wish I could just disappear from all this stress.,5,18,1,0,0
Stressed about interviews but hopeful.,2,24,0,0,1
Just tired from school lately.,1,19,0,0,1
Trying to balance everything – it's tough but okay.,1,31,1,0,0
I argued with my mom. Feeling down but it'll pass.,4,16,1,0,0
"Lonely, yes. But I enjoy gardening still.",2,62,0,0,1
I argued with my mom. Feeling down but it'll pass.,2,16,1,0,0
Breakups suck. I feel empty.,6,31,1,0,0
"Kids are gone, house is quiet. Just figuring out life again.",2,42,1,0,0
"Caring for my dad is draining, but I’ll manage.",3,51,1,0,0
"Failed my math test today. Not my best, but I’ll try again.",4,14,1,0,0
I have my will and pills. No more waiting.,9,72,0,1,0
I miss my wife so much. It’s unbearable some days.,5,79,0,1,0
Worried about money after the layoff.,2,38,1,0,0
Being alone every day hurts more than my body does.,7,68,0,0,1
It's like I don’t matter at all in my family.,5,17,0,1,0
"Failed my math test today. Not my best, but I’ll try again.",3,16,0,1,0
It's like I don’t matter at all in my family.,7,19,1,0,0
Crippling debt and no support system. Feeling trapped.,6,22,1,0,0
Being alone every day hurts more than my body does.,6,61,0,0,1
I wish I could just disappear from all this stress.,6,19,0,0,1
"Caring for my dad is draining, but I’ll manage.",2,54,0,0,1
Empty nest and empty life.,5,50,1,0,0
"Health is failing, and so is everything else.",6,60,0,0,1
Empty nest and empty life.,6,36,1,0,0
Stressed about interviews but hopeful.,2,33,0,1,0
Trying to balance everything – it's tough but okay.,3,32,1,0,0
Stressed about interviews but hopeful.,3,27,1,0,0
"Kids are gone, house is quiet. Just figuring out life again.",2,37,0,1,0
"Feeling lonely, but I think it'll get better.",4,31,1,0,0
Worried about money after the layoff.,1,59,1,0,0
Crippling debt and no support system. Feeling trapped.,6,32,1,0,0
"Caring for my dad is draining, but I’ll manage.",2,43,0,0,1
Crippling debt and no support system. Feeling trapped.,7,33,0,1,0
"Kids are gone, house is quiet. Just figuring out life again.",2,42,0,1,0
Lost my job and can’t provide anymore. I’m done.,9,56,1,0,0
"The days are slow, but I keep going.",4,62,1,0,0
Pain meds are ready. I’ve decided.,10,42,0,1,0
"Feeling lonely, but I think it'll get better.",2,34,0,1,0
"Failed my math test today. Not my best, but I’ll try again.",2,15,0,0,1
"Feeling lonely, but I think it'll get better.",2,26,1,0,0
Another day of rejection letters. What's the point?,5,25,0,0,1
"The days are slow, but I keep going.",1,65,0,1,0
"Kids are gone, house is quiet. Just figuring out life again.",4,41,0,0,1
I miss my wife so much. It’s unbearable some days.,6,67,1,0,0
They keep calling me names at school. I'm done pretending to be okay.,10,17,0,0,1
They keep calling me names at school. I'm done pretending to be okay.,10,15,0,0,1
Worried about money after the layoff.,1,52,0,0,1
"Failed my math test today. Not my best, but I’ll try again.",4,14,0,1,0
Stressed about interviews but hopeful.,4,32,0,1,0
There’s nothing left but pain. I’m ready to go.,8,78,0,1,0
"Caring for my dad is draining, but I’ll manage.",3,59,1,0,0
Empty nest and empty life.,7,56,0,1,0
I have my will and pills. No more waiting.,9,73,0,0,1
Worried about money after the layoff.,1,54,0,0,1
No one talks to me anymore. I don't think I can survive another week.,9,15,0,0,1
"Caring for my dad is draining, but I’ll manage.",1,38,1,0,0
Trying to balance everything – it's tough but okay.,4,21,0,0,1
"Caring for my dad is draining, but I’ll manage.",3,55,1,0,0
"It’s tough, but I’ve survived worse.",2,78,0,0,1
Saying goodbye doesn’t scare me. I'm at peace with my choice.,9,66,0,0,1
Being alone every day hurts more than my body does.,5,72,0,1,0
"The days are slow, but I keep going.",1,63,0,1,0
"Failed my math test today. Not my best, but I’ll try again.",3,16,0,0,1
I miss my wife so much. It’s unbearable some days.,6,64,0,0,1
"Lonely, yes. But I enjoy gardening still.",1,80,0,1,0
"The days are slow, but I keep going.",2,62,0,0,1
"Health is failing, and so is everything else.",5,44,0,1,0
Another day of rejection letters. What's the point?,5,20,1,0,0
Empty nest and empty life.,6,52,1,0,0
"It’s tough, but I’ve survived worse.",4,73,0,1,0
"Health is failing, and so is everything else.",7,52,0,0,1
It's like I don’t matter at all in my family.,6,15,0,1,0
I’m a burden. My family would be better without me.,10,56,0,0,1
Stressed about interviews but hopeful.,2,20,0,1,0
Trying to balance everything – it's tough but okay.,2,21,0,0,1
Just tired from school lately.,3,14,0,0,1
Wife left and I don't know who I am anymore.,7,48,0,0,1
Breakups suck. I feel empty.,6,25,1,0,0
Lost my job and can’t provide anymore. I’m done.,8,49,0,1,0
No one talks to me anymore. I don't think I can survive another week.,10,19,1,0,0
The silence is too loud. I cry most nights.,7,80,0,0,1
Trying to balance everything – it's tough but okay.,1,27,0,1,0
Worried about money after the layoff.,2,54,0,0,1
Everything is falling apart. I’ve thought of how to end it.,9,30,0,0,1
I miss my wife so much. It’s unbearable some days.,5,66,0,1,0
"Health is failing, and so is everything else.",7,39,1,0,0
"The days are slow, but I keep going.",4,77,0,1,0
"Lonely, yes. But I enjoy gardening still.",1,72,1,0,0
Breakups suck. I feel empty.,5,23,0,1,0
I’ve written a note. I just want the pain to stop.,8,16,0,1,0
Stressed about interviews but hopeful.,1,34,0,1,0
"It’s tough, but I’ve survived worse.",3,71,1,0,0
"Lonely, yes. But I enjoy gardening still.",2,63,0,0,1
"Kids are gone, house is quiet. Just figuring out life again.",2,43,1,0,0
"Health is failing, and so is everything else.",6,59,0,1,0
"Kids are gone, house is quiet. Just figuring out life again.",3,38,0,0,1
Worried about money after the layoff.,3,58,0,0,1
"The days are slow, but I keep going.",4,80,1,0,0
Another day of rejection letters. What's the point?,7,32,1,0,0
It's like I don’t matter at all in my family.,7,19,1,0,0
Everyone else has friends. Why am I always alone?,7,19,0,1,0
"Failed my math test today. Not my best, but I’ll try again.",1,18,0,1,0
I argued with my mom. Feeling down but it'll pass.,4,19,1,0,0
Pain meds are ready. I’ve decided.,8,53,1,0,0
Pain meds are ready. I’ve decided.,10,46,0,1,0
"Failed my math test today. Not my best, but I’ll try again.",2,18,0,0,1
"Caring for my dad is draining, but I’ll manage.",1,58,1,0,0
Empty nest and empty life.,5,40,0,0,1
Saying goodbye doesn’t scare me. I'm at peace with my choice.,10,80,0,0,1
I miss my wife so much. It’s unbearable some days.,6,72,0,1,0
I argued with my mom. Feeling down but it'll pass.,1,14,0,1,0
Being alone every day hurts more than my body does.,7,67,0,1,0
Pain meds are ready. I’ve decided.,8,58,0,0,1
"It’s tough, but I’ve survived worse.",2,63,1,0,0
Being alone every day hurts more than my body does.,7,64,0,0,1
Worried about money after the layoff.,1,45,1,0,0
Crippling debt and no support system. Feeling trapped.,7,24,1,0,0
I argued with my mom. Feeling down but it'll pass.,1,19,0,1,0
Wife left and I don't know who I am anymore.,5,50,0,0,1
"Failed my math test today. Not my best, but I’ll try again.",4,17,1,0,0
I miss my wife so much. It’s unbearable some days.,6,63,0,1,0
I’ve written a note. I just want the pain to stop.,10,18,0,0,1
Trying to balance everything – it's tough but okay.,3,24,0,0,1
"It’s tough, but I’ve survived worse.",1,73,0,0,1
Breakups suck. I feel empty.,6,21,0,0,1
I’m alone in a new city and I don’t think I’ll make it.,10,25,0,1,0
"Lonely, yes. But I enjoy gardening still.",4,66,0,1,0
Crippling debt and no support system. Feeling trapped.,5,20,0,1,0
Just tired from school lately.,1,18,0,1,0
Everyone else has friends. Why am I always alone?,6,19,0,0,1
"Health is failing, and so is everything else.",7,50,0,1,0
"The days are slow, but I keep going.",2,67,0,1,0
"Caring for my dad is draining, but I’ll manage.",2,43,0,1,0
Trying to balance everything – it's tough but okay.,3,26,1,0,0
I argued with my mom. Feeling down but it'll pass.,2,17,0,1,0
"The days are slow, but I keep going.",2,79,0,0,1
"It’s tough, but I’ve survived worse.",1,72,0,1,0
"Health is failing, and so is everything else.",6,41,0,1,0
"No job, no partner, no reason to keep going.",9,28,0,1,0
I wish I could just disappear from all this stress.,7,18,0,1,0
"Caring for my dad is draining, but I’ll manage.",3,36,0,0,1
Breakups suck. I feel empty.,5,35,0,1,0
Trying to balance everything – it's tough but okay.,4,31,0,0,1
Being alone every day hurts more than my body does.,7,72,0,1,0
"Lonely, yes. But I enjoy gardening still.",2,77,0,0,1
"The days are slow, but I keep going.",1,78,0,0,1
"It’s tough, but I’ve survived worse.",2,64,0,0,1
Worried about money after the layoff.,4,39,1,0,0
Just tired from school lately.,2,17,0,1,0
Trying to balance everything – it's tough but okay.,4,32,0,0,1
"Kids are gone, house is quiet. Just figuring out life again.",3,41,0,1,0
Stressed about interviews but hopeful.,3,32,1,0,0
"It’s tough, but I’ve survived worse.",2,65,0,0,1
"Failed my math test today. Not my best, but I’ll try again.",4,16,1,0,0
I argued with my mom. Feeling down but it'll pass.,1,18,1,0,0
Being alone every day hurts more than my body does.,6,73,1,0,0
"The days are slow, but I keep going.",1,73,0,0,1
"The days are slow, but I keep going.",2,66,0,0,1
Stressed about interviews but hopeful.,1,24,1,0,0
It's like I don’t matter at all in my family.,5,17,1,0,0
Worried about money after the layoff.,3,57,1,0,0
"Kids are gone, house is quiet. Just figuring out life again.",3,47,1,0,0
"Failed my math test today. Not my best, but I’ll try again.",1,19,1,0,0
No one talks to me anymore. I don't think I can survive another week.,10,15,0,0,1
Worried about money after the layoff.,4,42,1,0,0
"Failed my math test today. Not my best, but I’ll try again.",4,17,0,0,1
Stressed about interviews but hopeful.,3,25,0,1,0
"It’s tough, but I’ve survived worse.",3,70,0,0,1
I argued with my mom. Feeling down but it'll pass.,1,17,1,0,0
Worried about money after the layoff.,4,58,0,1,0
"It’s tough, but I’ve survived worse.",1,69,1,0,0
"Caring for my dad is draining, but I’ll manage.",4,54,0,1,0
No one talks to me anymore. I don't think I can survive another week.,9,15,1,0,0
"Failed my math test today. Not my best, but I’ll try again.",1,18,0,0,1
"Kids are gone, house is quiet. Just figuring out life again.",2,53,1,0,0
"The days are slow, but I keep going.",3,65,0,0,1
"Lonely, yes. But I enjoy gardening still.",2,63,0,0,1
Everyone else has friends. Why am I always alone?,7,18,0,1,0
Wife left and I don't know who I am anymore.,6,60,0,0,1
I wish I could just disappear from all this stress.,7,16,1,0,0
"Kids are gone, house is quiet. Just figuring out life again.",2,52,1,0,0
Just tired from school lately.,1,17,0,1,0
I wish I could just disappear from all this stress.,6,15,1,0,0
Another day of rejection letters. What's the point?,6,29,0,1,0
"Caring for my dad is draining, but I’ll manage.",3,50,0,0,1
"Kids are gone, house is quiet. Just figuring out life again.",1,54,0,0,1
I miss my wife so much. It’s unbearable some days.,6,67,0,1,0
No one talks to me anymore. I don't think I can survive another week.,8,19,0,1,0
Trying to balance everything – it's tough but okay.,1,21,0,1,0
